,sentences,words,word_meanings,predict_meaning,trues,second_trues
44,所谓诚其意者，毋自欺【也】,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",就是有否定词的句子，仍然是一种表否定的肯定。[就是有否定词的句子，仍然是一种表否定的肯定。],0,1
45,如恶恶臭，如好好色，此之谓【自】谦,自,"1、<代>自己
<例句：庞涓自知智穷兵败，乃自刭。>
<例句：于是焉河伯欣然自喜。>
2、<副>亲自
<例句：赵王及平原君自迎公子于界。>
<例句：项王乃悲歌慷慨，自为诗曰……。>
3、<代>其；他（她）的
<例句：中有双飞鸟，自名为鸳鸯。>
<例句：秦氏有好女，自。名为罗敷>
4、<副>原来；本来
<例句：使君自有妇，罗敷。有夫>
<例句：我自不驱卿，逼迫有阿母。>
5、<副>自然；当然
<例句：以手拂之，其印自落，殊不沾污。>
<例句：思念存想，自见异物也。>
6、<介>从；由
<例句：其剑自舟中坠于水。>
<例句：越明年，贫者自南海还。>
7、<介>在；自从
<例句：自三峡七百里中，两岸连山，略无阙处。>
<例句：自君别我后，人事不可量。>
8、<连>常“自非”连用，相当于“除非”、“假如不是”
<例句：自非亭午夜分，不见曦月。>
<例句：唯圣人能内外无患，自非圣人，外宁必有内忧。>
9、<连>表示让步，相当于“即使”
<例句：昌为人强力，敢直言，自萧、曹等皆卑下之。>
10、<助>增音节，不译
<例句：物物各自异。种种在其中。>
",<代>自己,1,0
46,故君子必慎【其】独也,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。,1,0
47,小人闲居为不善，【无】所不至，见君子而后厌然，掩其不善，而著其善,无,"1、<动>没有
<例句：黔无驴，有好事者船载以入。>
2、<副>不；别
<例句：硕鼠硕鼠，无食我麦。>
3、<连>不论；无论
<例句：是故无贵无贱，无长无少，道之所存师之所存也。>
4、<形>贫穷；无资财
<例句：礼生于有而废于无。>
",<动>没有,1,0
48,小人闲居为不善，无所【不】至，见君子而后厌然，掩其不善，而著其善,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
","<副>没有,表存在的否定[<副>没有,表存在的否定]",0,1
49,小人闲居为不善，无所不至，见君子而后厌然，掩【其】不善，而著其善,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。[。],0,1
50,小人闲居为不善，无所不至，见君子而后厌然，掩其不善，而著【其】善,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。[。],0,1
51,【人】之视己，如见其肺肝然，则何益矣,人,"1、<名>人类
<例句：夫天者，人之始也。>
2、<名>人民；众人
<例句：人之立志，顾不如蜀鄙之僧哉?>
<例句：非独贤者有是心也，人皆有之。>
3、<名>别人；他们
<例句：老吾老，以及人人之老。>
4、<名>人才；杰出的人物
<例句：子无谓秦无人，吾谋适不用也。>
5、<名>人品；人的品德操行
<例句：是其为人也，有粮者亦食，无粮者亦食。>
",<名>别人；他们[<名>别人；他们],0,1
52,人之【视】己，如见其肺肝然，则何益矣,视,"1、<动>看
<例句：其故人素轻买臣者入内视之。>
2、<动>察看；视察
<例句：乡先辈左忠毅公视学京畿。>
3、<动>治理；处理（公务）
<例句：视事三年，上书乞骸骨。>
4、<动>看待；对待
<例句：子孙视之不甚惜。>
5、<动>看顾；照看
<例句：重念蒙君实视遇厚，于反复不宜卤莽。>
6、<名>视力；目光
<例句：怵然为戒，视为止，行为迟。>
7、<动>比较；比照
<例句：其辱行贱行，视五人之死，轻重固何如哉。>
",<动>看,1,0
53,人之视【己】，如见其肺肝然，则何益矣,己,"1、<代>自己
<例句：知彼知己，百战不殆。>
2、<名>天干的第六位
<例句：晋师己亥过河也。>
",<代>自己,1,0
54,人之视己，如见【其】肺肝然，则何益矣,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",。[。],0,1
55,人之视己，如见其肺肝然，【则】何益矣,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
","表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。",1,0
56,此谓诚于中，形于外，故君子【必】慎其独也,必,"1、<形>一定;必然
<例句：人无远虑必有近忧。>
2、<副>一定会
<例句：我见相如必辱之。>
3、<副>果真,如果
<例句：王必无人臣愿奉璧往使。>
4、<动>一完定执行或实行
<例句：罚莫如重而必使民畏之。>
5、<动>坚决做到
<例句：无参验而必之者愚也。>
",<副>一定会,1,0
57,曾子【曰】：“十目所视，十手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",<动>说,1,0
58,曾子曰：“【十】目所视，十手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,十,"1、<数>十
2、<数>泛指数目大
<例句：金樽清酒斗十千。>
3、<数>十倍
<例句：十则围之，五则攻之。>
4、<数>十分之……
<例句：而戍死者固十六七。>
",<数>泛指数目大,1,0
59,曾子曰：“十【目】所视，十手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,目,"1、<名>眼睛
<例句：左右欲刃相如，相如张目叱之。>
2、<动>年；看待
<例句：旦日，卒中往往语，皆指目陈胜。>
3、<动>递眼色；使眼神
<例句：范增数目项王，举所佩玉玦以示之者三。>
4、<名>网孔
<例句：善张网者，引其纲，不一一摄成目而后得。>
5、<名>行列；条目
<例句：北驱予并往，而不在使者之目。>
",<名>眼睛[<名>眼睛],0,1
60,曾子曰：“十目所【视】，十手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,视,"1、<动>看
<例句：其故人素轻买臣者入内视之。>
2、<动>察看；视察
<例句：乡先辈左忠毅公视学京畿。>
3、<动>治理；处理（公务）
<例句：视事三年，上书乞骸骨。>
4、<动>看待；对待
<例句：子孙视之不甚惜。>
5、<动>看顾；照看
<例句：重念蒙君实视遇厚，于反复不宜卤莽。>
6、<名>视力；目光
<例句：怵然为戒，视为止，行为迟。>
7、<动>比较；比照
<例句：其辱行贱行，视五人之死，轻重固何如哉。>
",<动>看,1,0
