,sentences,words,meanings,labels
167,三年之【丧】，达乎天子,丧,"1、<动>丧失；失去
<例句：人皆有之，贤者能勿丧耳。>
2、<动>丧亡；灭亡
<例句：五国既丧，齐亦不免矣。>
3、<动>葬；安葬
<例句：是使民养生丧死无憾也。>
<例句：秦不哀吾丧而伐吾同姓。>
4、<动>丧失；失去
<例句：人皆有之，贤者能勿丧耳。>
5、<动>丧亡；灭亡
<例句：五国既丧，齐亦不免矣。>
6、<动>葬；安葬
<例句：是使民养生丧死无憾也。>
<例句：秦不哀吾丧而伐吾同姓。>
7、<动>丧失；失去
<例句：人皆有之，贤者能勿丧耳。>
8、<动>丧亡；灭亡
<例句：五国既丧，齐亦不免矣。>
9、<动>葬；安葬
<例句：是使民养生丧死无憾也。>
<例句：秦不哀吾丧而伐吾同姓。>
",0
168,父母之【丧】，无贵贱，一也,丧,"1、<动>丧失；失去
<例句：人皆有之，贤者能勿丧耳。>
2、<动>丧亡；灭亡
<例句：五国既丧，齐亦不免矣。>
3、<动>葬；安葬
<例句：是使民养生丧死无憾也。>
<例句：秦不哀吾丧而伐吾同姓。>
4、<动>丧失；失去
<例句：人皆有之，贤者能勿丧耳。>
5、<动>丧亡；灭亡
<例句：五国既丧，齐亦不免矣。>
6、<动>葬；安葬
<例句：是使民养生丧死无憾也。>
<例句：秦不哀吾丧而伐吾同姓。>
7、<动>丧失；失去
<例句：人皆有之，贤者能勿丧耳。>
8、<动>丧亡；灭亡
<例句：五国既丧，齐亦不免矣。>
9、<动>葬；安葬
<例句：是使民养生丧死无憾也。>
<例句：秦不哀吾丧而伐吾同姓。>
",
169,子曰：“武王、周【公】，其达孝矣乎！夫孝者，善继人之志，善述人之事者也,公,"1、<形>公家的；公共的
<例句：大道之行也，天下为公公。>
<例句：天下有公利而莫或兴之。有公害而或除之>
2、<形>公正；无私
<例句：邪曲之害公也。>
<例句：无患有词之不公。>
<例句：谦约节敛，廉公有威。>
3、<副>公然；公开
<例句：残贼公行，莫之或止。>
<例句：惟予之公书与张氏之吝书若不相类。>
4、<名>古代公、侯、伯、子、男五等爵位的第一等，后成为诸侯的代称
5、<名>对男子的尊称
<例句：我孰与城北徐公美？>
<例句：公等遇雨，皆已失期。>
<例句：都督阎公之雅望，棨戟遥临。>
6、<名>丈夫的父亲
<例句：便可白公姥，及时相遣归。>
",0
170,宗庙之礼，所以序【昭】穆也,昭,"1、<形>明显；显著
<例句：赖明君子信义昭彰，致达远冤。>
<例句：所以昭炯戒，激众愤，图报也。>
2、<动>表明
<例句：以昭陛下平明之理。>
",0
171,宗庙之礼，所以序昭【穆】也,穆,"1、<形>和畅；美好
<例句：吉甫作诵，穆如清风。>
2、<形>恭敬；严肃
<例句：穆皇皇。>
3、<形>通“睦”，和睦
<例句：而与夏侯尚不穆。>
4、<名>古代宗庙的次序；始祖庙居中，以下按父子的辈分排列为昭、穆；左为昭，右穆
",0
172,郊社之礼，所以事【上】帝也,上,"1、<名>上面；位置在高处的
<例句：辍耕之垄上，怅恨久之。>
<例句：新城之上。有池洼然而方以长。>
2、<形>等级高的；质量高的；上等
<例句：拜相如为上大夫。>
<例句：群臣吏民能面刺寡人之过者，受上赏。>
3、<名>地位高的人；主持、领导的人
<例句：上下同欲者胜。>
<例句：上自劳累。>
<例句：上伟之。>
4、<形>时间或次序在前的
<例句：上称帝喾，下道歉齐桓，中述汤武。>
<例句：东方千余骑，夫婿居上头。>
5、<动>上升；登上
<例句：郡县逼迫，催臣上道。>
<例句：十里，上黄泥冈。>
6、<副>向上
<例句：哙遂入，披帷西向立，瞋目视项王，头发上指，目眦尽裂。>
<例句：上不臣于王，下不治其家，中不索交诸侯。>
7、<动>献上；送上；呈上
<例句：臣乃敢上壁。>
<例句：狱辞上。中有立决者。>
8、<动>向上；走向
<例句：上堂拜阿母。>
<例句：始复上街头理其故业。>
9、<动>装上；加上
<例句：以枪上刺刀相博击。>
10、<动>通“尚”
<例句：上农除未，黔首是富。>
11、<名>上声
<例句：至平上去入，则余病未能。>
12、<名>上面；位置在高处的
<例句：辍耕之垄上，怅恨久之。>
<例句：新城之上。有池洼然而方以长。>
13、<形>等级高的；质量高的；上等
<例句：拜相如为上大夫。>
<例句：群臣吏民能面刺寡人之过者，受上赏。>
14、<名>地位高的人；主持、领导的人
<例句：上下同欲者胜。>
<例句：上自劳累。>
<例句：上伟之。>
15、<形>时间或次序在前的
<例句：上称帝喾，下道歉齐桓，中述汤武。>
<例句：东方千余骑，夫婿居上头。>
16、<动>上升；登上
<例句：郡县逼迫，催臣上道。>
<例句：十里，上黄泥冈。>
17、<副>向上
<例句：哙遂入，披帷西向立，瞋目视项王，头发上指，目眦尽裂。>
<例句：上不臣于王，下不治其家，中不索交诸侯。>
18、<动>献上；送上；呈上
<例句：臣乃敢上壁。>
<例句：狱辞上。中有立决者。>
19、<动>向上；走向
<例句：上堂拜阿母。>
<例句：始复上街头理其故业。>
20、<动>装上；加上
<例句：以枪上刺刀相博击。>
21、<动>通“尚”
<例句：上农除未，黔首是富。>
22、<名>上声
<例句：至平上去入，则余病未能。>
",0
173,【哀】公问政,哀,"1、<形>悲痛；伤心
<例句：伏尸而哭，极哀。>
<例句：词毕，又哀咤良久。>
<例句：秦人不暇自哀，而后人哀之。>
<例句：秦不哀吾丧而伐吾同姓。>
2、<动>怜悯；同情
<例句：是其为人，哀鳏寡，恤孤独，振困穷，补不足。>
<例句：君将哀而生之乎？>
3、〈名〉丧事
<例句：汉王为发哀，泣之而去。>
<例句：咏北狄之遐征，奏胡马之长思，凄入肝脾，哀。>
<例句：和峤虽备礼，神气不损；王戎虽不备礼，而哀。>
<例句：堪惜，征调千家，流离百室，哀满地悲戚。>
4、<形>悲痛；伤心
<例句：伏尸而哭，极哀。>
<例句：词毕，又哀咤良久。>
<例句：秦人不暇自哀，而后人哀之。>
<例句：秦不哀吾丧而伐吾同姓。>
5、<动>怜悯；同情
<例句：是其为人，哀鳏寡，恤孤独，振困穷，补不足。>
<例句：君将哀而生之乎？>
6、〈名〉丧事
<例句：汉王为发哀，泣之而去。>
<例句：咏北狄之遐征，奏胡马之长思，凄入肝脾，哀。>
<例句：和峤虽备礼，神气不损；王戎虽不备礼，而哀。>
<例句：堪惜，征调千家，流离百室，哀满地悲戚。>
",0
174,哀【公】问政,公,"1、<形>公家的；公共的
<例句：大道之行也，天下为公公。>
<例句：天下有公利而莫或兴之。有公害而或除之>
2、<形>公正；无私
<例句：邪曲之害公也。>
<例句：无患有词之不公。>
<例句：谦约节敛，廉公有威。>
3、<副>公然；公开
<例句：残贼公行，莫之或止。>
<例句：惟予之公书与张氏之吝书若不相类。>
4、<名>古代公、侯、伯、子、男五等爵位的第一等，后成为诸侯的代称
5、<名>对男子的尊称
<例句：我孰与城北徐公美？>
<例句：公等遇雨，皆已失期。>
<例句：都督阎公之雅望，棨戟遥临。>
6、<名>丈夫的父亲
<例句：便可白公姥，及时相遣归。>
",0
175,子曰：“文武之政，布在【方】策,方,"1、<名>两船相并,也指并排竹木做成的筏
<例句：就其深矣方之舟之。>
2、<名>方形,与“圆”相对
<例句：形若土狗梅花翅方首长颈。>
3、<形>正直
<例句：方正之不容也。>
4、<名>方向;方位
<例句：不知东方之既白。>
5、<名>区域;地方
<例句：有朋自远方来不亦乐乎。>
6、<名>方圆;周围
<例句：方宅十余亩草屋八九间。>
7、<动>比拟;相比
<例句：则三古以还年代方之犹瀼渴之水。>
8、<名>方法;计策
<例句：以鲁肃为赞军校尉助画方略。>
9、<道理;礼义>
<例句：比及三年可使有勇旦知方也。>
<例句：吾长见笑于大方之家。>
10、<名>药方;单方
<例句：请了多少名医修方配药皆不见效。>
11、<介>当;在
<例句：故方其盛也举天下之豪杰。>
12、<副>才;刚刚
<例句：伐山取材方有人见之。>
<例句：庑下一生伏案卧文方成草。>
13、<副>正;正在
<例句：秦王方还柱走卒惶急不知所为。>
14、<副>将要;就要
<例句：吾方高驰而不欧。>
15、<动>纵横;方圆
<例句：今齐之地方千里。>
",0
176,人道【敏】政，地道敏树,敏,"1、<动>迅速；敏捷
<例句：敏于事而慎于行。>
2、<形>机敏；聪明
<例句：我虽不敏，请尝试之。>
3、<形>勤勉；勤奋
<例句：敏而好学，不耻下问，是以谓之文也。>
",3 0
177,人道敏政，地道【敏】树,敏,"1、<动>迅速；敏捷
<例句：敏于事而慎于行。>
2、<形>机敏；聪明
<例句：我虽不敏，请尝试之。>
3、<形>勤勉；勤奋
<例句：敏而好学，不耻下问，是以谓之文也。>
",3 0
178,仁者【人】也,人,"1、<名>人类
<例句：夫天者，人之始也。>
2、<名>人民；众人
<例句：人之立志，顾不如蜀鄙之僧哉?>
<例句：非独贤者有是心也，人皆有之。>
3、<名>别人；他们
<例句：老吾老，以及人人之老。>
4、<名>人才；杰出的人物
<例句：子无谓秦无人，吾谋适不用也。>
5、<名>人品；人的品德操行
<例句：是其为人也，有粮者亦食，无粮者亦食。>
",0
179,亲亲为大；【义】者宜也,义,"1、<名>公正、合宜的道德、行为或道理
<例句：谨庠序之教，申之以孝悌之义。>
2、<动>坚持正义
<例句：吾义固不杀人。>
3、<形>合道义的；适宜的；公正合理的
<例句：亡去不义，不可不语。>
4、<名>情义；恩情
<例句：吾已失恩义。>
5、<名>意义；意思
<例句：举类迩而见义远。>
6、<副>本着道义
<例句：汝之义绝高氏而归也，堂上阿奶仗汝扶持。>
",0
180,亲亲之【杀】，尊贤之等，礼所生也,杀,"1、<动>杀死；弄死
<例句：是何异于刺人而之。>
<例句：陈胜佐之，并杀两尉。>
2、<动>战斗；搏斗
<例句：使其心志安于斩刈杀伐之际而不慑。>
3、<动>衰败；败坏
<例句：物过盛而当杀。>
<例句：待到秋来九月八，我花开后百花杀。>
4、<副>形容程度深
<例句：这样天气热，兀的不晒杀人。>
5、<动>削；消除
<例句：恢欲杀青简以写经书。>
",0
181,在下位不【获】乎上，民不可得而治矣！故君子不可以不修身；思修身，不可以不事亲；思事亲，不可以不知人，思知人，不可以不知天,获,"1、<动>猎得禽兽
<例句：终日而不获一禽。>
2、<动>俘获
<例句：获百里孟明视、西乞术、白乙丙以归。>
3、<动>得到；收获
<例句：秦以攻取之外，小则获邑。>
<例句：卒获有所闻。>
4、<动>收割庄稼
<例句：春耕夏耘，秋获冬藏。>
<例句：获>
",0
182,在下位不获乎上，民不可得而治矣！故君子不可【以】不修身；思修身，不可以不事亲；思事亲，不可以不知人，思知人，不可以不知天,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",
183,在下位不获乎上，民不可得而治矣！故君子不可以不修身；思修身，不可【以】不事亲；思事亲，不可以不知人，思知人，不可以不知天,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",0
