,sentences,words,meanings,labels
37,自天子【以】至于庶人，一是皆以修身为本,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",0
38,自天子以【至】于庶人，一是皆以修身为本,至,"1、<动>来到；到达
<例句：王无罪岁，斯天下之民至焉。>
2、<形>达到顶点
<例句：二者用精至矣。>
3、<形>周到
<例句：或遇其叱咄，色愈恭，礼愈至，不敢出一言以复。>
4、<副>极；最
<例句：寡助之至，亲戚畔之。>
5、<连>至于
<例句：至桀、纣之暴，犹谓汤、武不当诛之。>
",0
39,自天子以至【于】庶人，一是皆以修身为本,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
40,其所【厚】者薄，而其所薄者厚，未之有也,厚,"1、<形>与“薄”相对
<例句：磐石方且厚。>
2、<形>丰厚;多;重
<例句：厚遗秦王宠臣中庶子蒙嘉。>
3、<形>深广;深厚;交情深厚
<例句：上德不厚而行武非道也。>
<例句：单于闻陵与子卿素厚故使陵来说。>
4、<形>优厚
<例句：然公子遇臣厚。>
5、<形>厚道;忠厚
<例句：宽厚而爱人尊贤而重士。>
6、<形>醇厚
<例句：厚酒肥肉。>
",0
41,其所厚者【薄】，而其所薄者厚，未之有也,薄,"1、<名>草木丛生的地方
<例句：露申辛夷，死林薄兮。>
2、<形>（今读báo）厚度小，与“厚”相对
<例句：狐裘不暖锦衾薄。>
3、<形>微少；微薄；浅薄
<例句：儿已薄禄相。>
<例句：不终岁，薄产累尽。>
<例句：门衰祚薄，晚有儿息。>
4、<动>减轻
<例句：薄赋敛，广畜积。>
5、<形>（今读báo）贫瘠
<例句：岁种薄田一顷余。>
6、<动>鄙薄；轻视
<例句：不宜妄自菲薄，引喻失义。>
7、<动>通“迫”，迫近，靠近
<例句：腥臊并御，芳不得薄兮。>
<例句：日薄西山，气息奄奄。>
8、<动>通“迫”，附着，混杂
<例句：与饮食之所相薄。>
9、bò薄荷，多年生草本植物
10、<名>草木丛生的地方
<例句：露申辛夷，死林薄兮。>
11、<形>（今读báo）厚度小，与“厚”相对
<例句：狐裘不暖锦衾薄。>
12、<形>微少；微薄；浅薄
<例句：儿已薄禄相。>
<例句：不终岁，薄产累尽。>
<例句：门衰祚薄，晚有儿息。>
13、<动>减轻
<例句：薄赋敛，广畜积。>
14、<形>（今读báo）贫瘠
<例句：岁种薄田一顷余。>
15、<动>鄙薄；轻视
<例句：不宜妄自菲薄，引喻失义。>
16、<动>通“迫”，迫近，靠近
<例句：腥臊并御，芳不得薄兮。>
<例句：日薄西山，气息奄奄。>
17、<动>通“迫”，附着，混杂
<例句：与饮食之所相薄。>
18、bò薄荷，多年生草本植物
",0
42,其所厚者薄，而其所【薄】者厚，未之有也,薄,"1、<名>草木丛生的地方
<例句：露申辛夷，死林薄兮。>
2、<形>（今读báo）厚度小，与“厚”相对
<例句：狐裘不暖锦衾薄。>
3、<形>微少；微薄；浅薄
<例句：儿已薄禄相。>
<例句：不终岁，薄产累尽。>
<例句：门衰祚薄，晚有儿息。>
4、<动>减轻
<例句：薄赋敛，广畜积。>
5、<形>（今读báo）贫瘠
<例句：岁种薄田一顷余。>
6、<动>鄙薄；轻视
<例句：不宜妄自菲薄，引喻失义。>
7、<动>通“迫”，迫近，靠近
<例句：腥臊并御，芳不得薄兮。>
<例句：日薄西山，气息奄奄。>
8、<动>通“迫”，附着，混杂
<例句：与饮食之所相薄。>
9、bò薄荷，多年生草本植物
10、<名>草木丛生的地方
<例句：露申辛夷，死林薄兮。>
11、<形>（今读báo）厚度小，与“厚”相对
<例句：狐裘不暖锦衾薄。>
12、<形>微少；微薄；浅薄
<例句：儿已薄禄相。>
<例句：不终岁，薄产累尽。>
<例句：门衰祚薄，晚有儿息。>
13、<动>减轻
<例句：薄赋敛，广畜积。>
14、<形>（今读báo）贫瘠
<例句：岁种薄田一顷余。>
15、<动>鄙薄；轻视
<例句：不宜妄自菲薄，引喻失义。>
16、<动>通“迫”，迫近，靠近
<例句：腥臊并御，芳不得薄兮。>
<例句：日薄西山，气息奄奄。>
17、<动>通“迫”，附着，混杂
<例句：与饮食之所相薄。>
18、bò薄荷，多年生草本植物
",0
43,其所厚者薄，而其所薄者【厚】，未之有也,厚,"1、<形>与“薄”相对
<例句：磐石方且厚。>
2、<形>丰厚;多;重
<例句：厚遗秦王宠臣中庶子蒙嘉。>
3、<形>深广;深厚;交情深厚
<例句：上德不厚而行武非道也。>
<例句：单于闻陵与子卿素厚故使陵来说。>
4、<形>优厚
<例句：然公子遇臣厚。>
5、<形>厚道;忠厚
<例句：宽厚而爱人尊贤而重士。>
6、<形>醇厚
<例句：厚酒肥肉。>
",0
44,其所厚者薄，而其所薄者厚，未【之】有也,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",0
45,所谓诚其【意】者，毋自欺也,意,"1、<名>心意；意图
<例句：相如视秦王无意偿赵城。>
2、<名>意义
<例句：则其意深长矣。>
3、<名>心情；神态
<例句：与君离别意，同宦游人。>
<例句：目似螟，意暇甚。>
4、<名>情趣
<例句：醉翁之意不在酒，在乎山水之间也。>
5、<动>料想；估计
<例句：然不自意能先入关破秦。>
<例句：当其为里正，受扑责时，岂意其至此哉！>
6、<动>怀疑
<例句：人有亡铁者，意其邻人之子。>
",0
46,如恶恶臭，如好好色，此之谓自【谦】,谦,"1、<形>谦逊；谦虚
<例句：士无贤不肖，皆谦而礼交之。>
<例句：满招损，谦得益。>
",0
47,故君子必【慎】其独也,慎,"1、<形>谨慎；慎重
<例句：忧懈怠则思慎始而敬终。>
2、<副>表示告诫，用在否定句，意思是“千万”、“一定”
<例句：多谢后世人，戒之慎勿忘。>
",1 0
48,小人闲居为不善，无所不【至】，见君子而后厌然，掩其不善，而著其善,至,"1、<动>来到；到达
<例句：王无罪岁，斯天下之民至焉。>
2、<形>达到顶点
<例句：二者用精至矣。>
3、<形>周到
<例句：或遇其叱咄，色愈恭，礼愈至，不敢出一言以复。>
4、<副>极；最
<例句：寡助之至，亲戚畔之。>
5、<连>至于
<例句：至桀、纣之暴，犹谓汤、武不当诛之。>
",0
49,小人闲居为不善，无所不至，见君子而【后】厌然，掩其不善，而著其善,后,"1、<名>君主;帝王
<例句：其南陵夏后皋之墓也。>
2、<名>君王的正妻
<例句：太后盛气而揖之。>
3、<名>后面;后边
<例句：新妇车在后。>
4、<形>次序或时间在后的
<例句：舟与哨相后先。>
5、<名>后代子孙
<例句：孟僖子知其后必有达人。>
<例句：求太监后得二从子。>
",4 0
50,小人闲居为不善，无所不至，见君子而后【厌】然，掩其不善，而著其善,厌,"1、<形>通“餍”
<例句：夫晋，何厌之有？>
<例句：然则诸侯之地有限，暴秦之欲无厌。>
2、<动>讨厌；厌恶
<例句：老年人常厌事，少年人常喜事。>
3、<形>通“餍”
<例句：厌饮食，财货有馀，是谓盗夸。>
",0
51,小人闲居为不善，无所不至，见君子而后厌然，【掩】其不善，而著其善,掩,"1、<动>掩盖；遮蔽
<例句：手巾掩口啼，泪落便如泻。>
2、<动>堵塞
<例句：则掩耳而不愿听。>
3、<动>关闭
<例句：再把门掩上。>
4、<动>趁人不备而采取行动
<例句：于是上使使掩梁王，梁王不觉，捕梁王。>
",0
52,小人闲居为不善，无所不至，见君子而后厌然，掩其【不】善，而著其善,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",0
53,此谓诚【于】中，形于外，故君子必慎其独也,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
54,此谓诚于中，形【于】外，故君子必慎其独也,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
55,此谓诚于中，形于外，故君子必【慎】其独也,慎,"1、<形>谨慎；慎重
<例句：忧懈怠则思慎始而敬终。>
2、<副>表示告诫，用在否定句，意思是“千万”、“一定”
<例句：多谢后世人，戒之慎勿忘。>
",1 0
