,sentences,words,meanings,labels
32,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔【远】人则四方归之，怀诸侯则天下畏之,远,"1、<形>空间距离大，跟“近”相对
<例句：登高而招，臂非加长也，而见者远。>
2、<名>远方；远方的国家或人民
<例句：劳师以袭远，非所闻也。>
3、<动>疏远
<例句：亲贤臣，远小人，此先帝所以兴隆也。>
4、<动>远离
<例句：母孙二人，更相为命，是以区区不能废远。>
5、<形>时间长、久
<例句：其远古刻尽漫失。>
6、<形>长远；深远
<例句：燕赵之君，始有远略。>
7、<动>远播
<例句：香远益清。>
8、<副>差距大
<例句：窥镜而自视，又弗如远甚。>
",2
33,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远【人】则四方归之，怀诸侯则天下畏之,人,"1、<名>人类
<例句：夫天者，人之始也。>
2、<名>人民；众人
<例句：人之立志，顾不如蜀鄙之僧哉?>
<例句：非独贤者有是心也，人皆有之。>
3、<名>别人；他们
<例句：老吾老，以及人人之老。>
4、<名>人才；杰出的人物
<例句：子无谓秦无人，吾谋适不用也。>
5、<名>人品；人的品德操行
<例句：是其为人也，有粮者亦食，无粮者亦食。>
",2
34,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人【则】四方归之，怀诸侯则天下畏之,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
",1
35,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四【方】归之，怀诸侯则天下畏之,方,"1、<名>两船相并,也指并排竹木做成的筏
<例句：就其深矣方之舟之。>
2、<名>方形,与“圆”相对
<例句：形若土狗梅花翅方首长颈。>
3、<形>正直
<例句：方正之不容也。>
4、<名>方向;方位
<例句：不知东方之既白。>
5、<名>区域;地方
<例句：有朋自远方来不亦乐乎。>
6、<名>方圆;周围
<例句：方宅十余亩草屋八九间。>
7、<动>比拟;相比
<例句：则三古以还年代方之犹瀼渴之水。>
8、<名>方法;计策
<例句：以鲁肃为赞军校尉助画方略。>
9、<道理;礼义>
<例句：比及三年可使有勇旦知方也。>
<例句：吾长见笑于大方之家。>
10、<名>药方;单方
<例句：请了多少名医修方配药皆不见效。>
11、<介>当;在
<例句：故方其盛也举天下之豪杰。>
12、<副>才;刚刚
<例句：伐山取材方有人见之。>
<例句：庑下一生伏案卧文方成草。>
13、<副>正;正在
<例句：秦王方还柱走卒惶急不知所为。>
14、<副>将要;就要
<例句：吾方高驰而不欧。>
15、<动>纵横;方圆
<例句：今齐之地方千里。>
",4
36,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方【归】之，怀诸侯则天下畏之,归,"1、<动>女子出嫁
<例句：后五年，吾妻来归。>
2、<动>返回；回去
<例句：楚兵惧，自秦归。>
3、<动>送回；归还
<例句：城不入，臣请完璧归赵。>
4、<动>归向；归聚
<例句：众士仰慕，若水之归海。>
5、<动>归依；归附
<例句：樊将军以穷困来归丹。>
6、<名>结局；归宿
<例句：天下同归而殊涂。>
<例句：开荒南野际，守拙归园田。>
7、<动>死
<例句：鬼之为言归也。>
8、<名>珠算一位数除法
9、<动>通“馈”，赠送
<例句：阳货欲见孔子，孔子不见。归孔子豚。>
",5
37,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归【之】，怀诸侯则天下畏之,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",1
38,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归之，【怀】诸侯则天下畏之,怀,"1、<动>思念；怀念
<例句：怀良辰以孤往，或植杖而耘耔。>
<例句：则有去国怀乡，忧谗畏讥。>
2、<名>心意；心情
<例句：感君区区怀。>
<例句：予怀怆然，感慨今昔。>
3、<动>心中藏着
<例句：外托服从之名而内怀犹豫之计。>
4、<名>胸前
<例句：汝秭在吾怀，呱呱而泣。>
5、<动>抱着；揣着
<例句：乃使从者衣褐，怀其璧。>
6、<动>关怀；安抚
<例句：行仁义而怀西戎，遂王天下。>
7、<动>亲附；归向
<例句：诸侯亲之，戎狄怀之，以正晋国。>
",6
39,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归之，怀【诸】侯则天下畏之,诸,"1、<形>众；各个
<例句：诸郡县苦秦吏者，皆刑其长吏。>
2、兼词，用于句中，相当于“之于”
<例句：或取诸怀抱，晤言一室之内。>
3、兼词，用于句末，相当于“之乎”
<例句：不识有诸？>
4、<代>相当于“之”
<例句：王如改诸，则心反予。>
",1
40,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归之，怀诸【侯】则天下畏之,侯,"1、<名>箭靶
<例句：终日射侯不出正亏。>
2、<名>古代公侯伯子男五等爵位的第二等,又为诸侯国国君的通称
<例句：出则接遇宾客应对诸侯。>
<例句：王侯将相宁有种乎?>
<例句：素善留侯张良。>
3、<副>同“何”
4、<名>箭靶
<例句：终日射侯不出正亏。>
5、<名>古代公侯伯子男五等爵位的第二等,又为诸侯国国君的通称
<例句：出则接遇宾客应对诸侯。>
<例句：王侯将相宁有种乎?>
<例句：素善留侯张良。>
6、<副>同“何”
",2
41,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归之，怀诸侯【则】天下畏之,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
",1
42,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归之，怀诸侯则【天】下畏之,天,"1、<名>天空
<例句：是日也，天朗气清，惠风和畅。>
<例句：其容清明，天高日晶。>
<例句：天似穹庐，笼盖四野。>
2、<名>天气；气候
<例句：可怜身上衣正单，心忧炭贱愿天寒。>
3、<名>自然；本性
<例句：依乎天理，批大郤，导大窾。>
4、<名>古代人们想像中万事万物的主宰者
<例句：秦违蹇叔而以贪勤民，天奉我也。>
<例句：隘而不列，天赞我也。>
<例句：此天亡我也，非战之罪也。>
5、<名>人们赖以生存的人物
<例句：王者以民人为天，而民人以食为天。>
",1
43,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归之，怀诸侯则天【下】畏之,下,"1、<名>下面；位置较低的处所
<例句：上食埃土，下饮黄泉。>
2、<形>低
<例句：此地势高下之不同也。>
3、<形>下等；次序在后的
<例句：闻寡之耳者，受下赏。>
4、<名>地位低下的人；职务低的人；下级
<例句：且相如素贱人，吾羞，不忍为之下。>
5、<动>从高处到低处
<例句：转入石门，越天都之胁而下。>
6、<动>降下；落下
<例句：纷纷暮雪下辕门。>
7、<动>下坠
<例句：项王泣数行下。>
8、<动>到……去
<例句：君乃自湖南溯江，下上海。>
9、<动>下达；颁布
<例句：维扬帅下逐客之令。>
10、<动>攻下；攻占
<例句：蕲下，乃令符离人葛婴将兵徇蕲以东。>
11、<动>少于；低于
<例句：今之众人，其下圣人也亦矣。>
12、<动>谦下；降低身份去交往
<例句：公子为人，仁而下士。>
13、<量>表示动作的次数
<例句：忽然抚尺一下，群响毕绝。>
14、<名>方面；方
<例句：今若取此以断两下相杀，则合于礼矣。>
",1
44,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归之，怀诸侯则天下【畏】之,畏,"1、<动>害怕；恐惧
<例句：忧谗畏讥，满目萧然。>
2、<动>敬服
<例句：人人自以为必死，然畏愬，莫不敢违。>
3、<动>吓唬；使害怕
<例句：前杀昭平，反来畏我。>
4、<动>因害怕而自杀
<例句：死而不吊者三：畏、厌、溺。>
",1
