句子,字,释义,例子,正确选项（填序号）：,,
,,5、表示手段或凭借的。,<例句：吾所以待侯生者备矣，……>,,,
,,,<例句：师者，所以传道受业解惑也。>,,,
,,6、【所谓】所说的。,<例句：此所谓战胜于朝廷。>,,,
,,,<例句：非吾所谓传其道解其惑者也。>,,,
,,7、到处。,<例句：石之铿然有声音者，所在皆是也。>,,,
,,8、所在之处，处所。,<例句：原来有这等一个所在，且回衙去>,,,
,,,<例句：急趋之，折过墙隅，迷其所在。>,,,
是故君子戒慎乎其所不睹，恐惧乎其所【不】闻,不,"2、<副>没有,表存在的否定",<例句：今日出而从日中不决何也?>,2,,
,,"3、<副>不是,表否定判断",<例句：又何往而不金玉其外败絮其中也哉。>,,,
,,5、<助>在句末表询问,<例句：秦王以十五城请易寡人之璧可予不?>,,,
,,6、<副>用在句中表否定,<例句：不者若属皆为所虏。>,,,
,,,<例句：或师焉或不焉。>,,,
是故君子戒慎乎其所不睹，恐惧乎其所不【闻】,闻,1、<动>听见；听到,<例句：不闻机杼声，惟闻闻女叹息。>,1,,
,,2、<动>听说；得知,<例句：寡君闻吾子将步师出于敝邑，敢犒从者。>,,,
,,3、<动>报告；上报,<例句：愿以闻于官。>,,,
,,4、<名>见闻；知识,<例句：博闻强志，明于治乱。>,,,
,,5、<名>名声；名誉,<例句：四十、五十而无闻焉，斯亦不足畏也已。>,,,
,,6、<动>闻名；传扬,<例句：不求闻达于诸侯。>,,,
【莫】见乎隐，莫显乎微，故君子慎其独也,莫,1、<代>没有什么；没有谁,<例句：保民而王，莫之能御也。>,3,,
,,2、<副>不要；别,<例句：初七及下九，嬉戏莫莫相忘。>,,,
,,3、<副>没有；不,<例句：成仓猝莫知所救，顿足失色。>,,,
,,,<例句：盈虚者如彼，而卒莫消长也。>,,,
,,,<例句：暮>,,,
,,,<例句：至莫夜月明，独与迈乘小舟至绝壁之下。>,,,
莫【见】乎隐，莫显乎微，故君子慎其独也,见,1、<动>看；看到,<例句：见牛未见羊也。>,11,,
,,2、<动>遇见；碰见,<例句：儿童相见不相识。>,,,
,,3、<动>见面；会面,<例句：移船相近邀相见。>,,,
,,4、<动>拜见；谒见,<例句：于是入朝见威王。>,,,
,,5、<动>召见；接见,<例句：秦王坐章台见相如。>,,,
,,6、<动>知道；懂得,<例句：乃翁见事可怜迟。>,,,
,,7、<动>听见；听到,<例句：总不许见哭声。>,,,
,,8、<名>见解；见识,<例句：敢陈愚见。>,,,
,,9、<副>用在动词前，表被动，译为“被”,<例句：信而见疑，忠而被谤。>,,,
,,10、<副>在动词前，表示说话人自己，可译为“我”,<例句：君既若见录，不久望君来。>,,,
,,11、<动>同“现”，出现；显现,<例句：锥之处囊中，其未立见。>,,,
,,12、<动使动>使……拜见,<例句：止子路宿，杀鸡为黍而食之，见其二子焉。>,,,
,,13、<动>看；看到,<例句：见牛未见羊也。>,,,
,,14、<动>遇见；碰见,<例句：儿童相见不相识。>,,,
,,15、<动>见面；会面,<例句：移船相近邀相见。>,,,
,,16、<动>拜见；谒见,<例句：于是入朝见威王。>,,,
,,17、<动>召见；接见,<例句：秦王坐章台见相如。>,,,
,,18、<动>知道；懂得,<例句：乃翁见事可怜迟。>,,,
,,19、<动>听见；听到,<例句：总不许见哭声。>,,,
,,20、<名>见解；见识,<例句：敢陈愚见。>,,,
,,21、<副>用在动词前，表被动，译为“被”,<例句：信而见疑，忠而被谤。>,,,
,,22、<副>在动词前，表示说话人自己，可译为“我”,<例句：君既若见录，不久望君来。>,,,
,,23、<动>同“现”，出现；显现,<例句：锥之处囊中，其未立见。>,,,
,,24、<动使动>使……拜见,<例句：止子路宿，杀鸡为黍而食之，见其二子焉。>,,,
莫见【乎】隐，莫显乎微，故君子慎其独也,乎,1、表疑问语气，可译为"吗""呢"。,<例句：儿寒乎？欲食乎？>,8,,
,,,<例句：岂有相公此时出见客乎？>,,,
,,,<例句：欲安所归乎？>,,,
,,2、表测度语气，可译为"吧"。,<例句：王之好乐甚，则齐其庶几乎。>,,,
,,,<例句：其皆出于此乎？>,,,
,,3、用于感叹句，可译为"啊""呀"等。,<例句：呜呼！孰知赋敛之毒有甚是蛇者乎！>,,,
,,4、用在句中的停顿处。,<例句：胡为乎遑遑欲何之？>,,,
,,5、表反问语气，“吗”“呢”。,<例句：夫庸知其年之先后生于吾乎？>,,,
,,6、表婉商语气，“吗”。,<例句：举大计亦死，等死，死国可乎>,,,
,,7、用于祈使句，可不译。,<例句：长铗归来乎﹗出无车>,,,
,,8、在。,<例句：出，跳梁乎井干之上。>,,,
,,9、对、对于。,<例句：吾尝疑乎是。>,,,
,,10、比。,<例句：其闻道也固先乎吾，吾从而师之。>,,,
,,11、此外，可作词尾。,<例句：恢恢乎其于游刃必有余地矣！>,,,
莫见乎【隐】，莫显乎微，故君子慎其独也,隐,1、<动>隐藏,<例句：其两膝相比者，各隐卷底衣褶中。>,,,
,,2、<动>隐居，不出来做官,<例句：此子贤者，世莫能知，故隐屠间耳。>,,,
,,3、<名>隐衷；隐情,<例句：有以文人画士孤癖之隐明告鬻梅者。>,,,
,,4、<动>同情,<例句：王若隐其无罪而就死地，则牛羊何择焉。>,,,
,,5、<副>暗地里,<例句：然睹促织，隐中胸怀。>,,,
,,6、<名>矮墙,<例句：逾隐而待之。>,,,
莫见乎隐，【莫】显乎微，故君子慎其独也,莫,1、<代>没有什么；没有谁,<例句：保民而王，莫之能御也。>,3,,
,,2、<副>不要；别,<例句：初七及下九，嬉戏莫莫相忘。>,,,
,,3、<副>没有；不,<例句：成仓猝莫知所救，顿足失色。>,,,
,,,<例句：盈虚者如彼，而卒莫消长也。>,,,
,,,<例句：暮>,,,
,,,<例句：至莫夜月明，独与迈乘小舟至绝壁之下。>,,,
莫见乎隐，莫【显】乎微，故君子慎其独也,显,1、<形>显著；明显,<例句：唯恐道途显晦，不相通达，致负诚托。>,3,,
,,2、<形>显贵；显赫,<例句：今之高爵显位，一旦抵罪，或脱身以逃。>,,,
,,3、<动>显现；显露,<例句：其间才把个屈死的冤魂这窦娥显。>,,,
,,4、<动>显扬,<例句：孙膑以此名显天下。>,,,
,,5、<形>荣耀,<例句：是以蓼洲周公，忠义暴于朝廷，赠谥美显，荣于身后。>,,,
,,6、<形>旧美称去世的长辈亲属,<例句：显妣>,,,
,,,<例句：显考>,,,
莫见乎隐，莫显【乎】微，故君子慎其独也,乎,1、表疑问语气，可译为"吗""呢"。,<例句：儿寒乎？欲食乎？>,8,,
,,,<例句：岂有相公此时出见客乎？>,,,
,,,<例句：欲安所归乎？>,,,
,,2、表测度语气，可译为"吧"。,<例句：王之好乐甚，则齐其庶几乎。>,,,
,,,<例句：其皆出于此乎？>,,,
,,3、用于感叹句，可译为"啊""呀"等。,<例句：呜呼！孰知赋敛之毒有甚是蛇者乎！>,,,
,,4、用在句中的停顿处。,<例句：胡为乎遑遑欲何之？>,,,
,,5、表反问语气，“吗”“呢”。,<例句：夫庸知其年之先后生于吾乎？>,,,
,,6、表婉商语气，“吗”。,<例句：举大计亦死，等死，死国可乎>,,,
,,7、用于祈使句，可不译。,<例句：长铗归来乎﹗出无车>,,,
,,8、在。,<例句：出，跳梁乎井干之上。>,,,
,,9、对、对于。,<例句：吾尝疑乎是。>,,,
,,10、比。,<例句：其闻道也固先乎吾，吾从而师之。>,,,
,,11、此外，可作词尾。,<例句：恢恢乎其于游刃必有余地矣！>,,,
莫见乎隐，莫显乎【微】，故君子慎其独也,微,1、<形>隐蔽；不显露,<例句：从数骑出，微行入古寺。>,3,,
,,2、<形>深奥；微妙,<例句：其辞微，其志洁。>,,,
,,3、<形>小；微小；少,<例句：微风鼓浪，水石相搏。>,,,
,,4、<形>轻微,<例句：动刀甚微。>,,,
,,5、<形>地位不高；没有名望,<例句：今臣亡国贱俘，至微至陋，过蒙拔擢，宠命优渥。>,,,
,,6、<副>偷偷地；悄悄地,<例句：故久立与其客语，微察公子。>,,,
,,7、<副>稍微；略微,<例句：见其发矢十中八九，但微颔之。>,,,
,,8、<副>隐约,<例句：微闻有鼠作作索索。>,,,
,,9、<副>无；没有,<例句：微斯人，吾谁与归？>,,,
,,10、<形>衰微；衰败,<例句：天下，而唐室固以微矣。>,,,
,,11、<形>隐蔽；不显露,<例句：从数骑出，微行入古寺。>,,,
,,12、<形>深奥；微妙,<例句：其辞微，其志洁。>,,,
,,13、<形>小；微小；少,<例句：微风鼓浪，水石相搏。>,,,
,,14、<形>轻微,<例句：动刀甚微。>,,,
,,15、<形>地位不高；没有名望,<例句：今臣亡国贱俘，至微至陋，过蒙拔擢，宠命优渥。>,,,
,,16、<副>偷偷地；悄悄地,<例句：故久立与其客语，微察公子。>,,,
,,17、<副>稍微；略微,<例句：见其发矢十中八九，但微颔之。>,,,
,,18、<副>隐约,<例句：微闻有鼠作作索索。>,,,
,,19、<副>无；没有,<例句：微斯人，吾谁与归？>,,,
,,20、<形>衰微；衰败,<例句：天下，而唐室固以微矣。>,,,
莫见乎隐，莫显乎微，【故】君子慎其独也,故,1、<名>事故；变故,<例句：今也不幸至于大故。>,11,,
,,,<例句：乡园多故，不能不动客子之愁。>,,,
,,2、<名>缘故；原因,<例句：赵王岂以一璧之故欺秦邪？>,,,
,,3、<形>旧；旧的；原来的,<例句：此为其故迹，岂信然邪？>,,,
,,4、<副>旧时；从前,<例句：轩东故尝为厨，人往，从轩前过。>,,,
,,5、<名>老朋友；旧交情,<例句：若非故人乎？>,,,
,,,<例句：君安与项伯有故？>,,,
,,6、<形>衰退；衰老,<例句：暮去春来颜色故。>,,,
,,7、<动>死亡；去世,<例句：目今其祖早故，只有个儿子。>,,,
,,8、<副>故意；特意,<例句：将尉醉，广故数言欲亡，忿恚尉。>,,,
,,9、<副>还是；仍然,<例句：大人故嫌迟。>,,,
,,10、<副>通“固”，本来,<例句：此物故非西产。>,,,
,,11、<连>所以；因此,<例句：其志洁，故其称物芳。>,,,
莫见乎隐，莫显乎微，故君【子】慎其独也,子,1、<名>婴儿,<例句：干、越。夷貉之子，生而同声，长而异俗。>,4,,
,,2、<名>孩子,<例句：率妻子邑人来此绝境。>,,,
,,3、<名>儿子或女儿,<例句：而长子迈将赴饶之德兴尉。>,,,
,,4、<名>对人的尊称,<例句：您>,,,
,,,<例句：子何恃而往？>,,,
,,5、<名>泛指人,<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>,,,
,,6、<名>特称孔子,<例句：子曰：‘岁寒，然后知松柏之后凋也。’>,,,
,,7、<名>地支的第一位,<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>,,,
,,8、通“仔”,<例句：仔细>,,,
,,,<例句：详缓看字，子细分明读之。>,,,
,,9、<名>婴儿,<例句：干、越。夷貉之子，生而同声，长而异俗。>,,,
,,10、<名>孩子,<例句：率妻子邑人来此绝境。>,,,
,,11、<名>儿子或女儿,<例句：而长子迈将赴饶之德兴尉。>,,,
,,12、<名>对人的尊称,<例句：您>,,,
,,,<例句：子何恃而往？>,,,
,,13、<名>泛指人,<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>,,,
,,14、<名>特称孔子,<例句：子曰：‘岁寒，然后知松柏之后凋也。’>,,,
,,15、<名>地支的第一位,<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>,,,
,,16、通“仔”,<例句：仔细>,,,
,,,<例句：详缓看字，子细分明读之。>,,,
,,17、<名>婴儿,<例句：干、越。夷貉之子，生而同声，长而异俗。>,,,
,,18、<名>孩子,<例句：率妻子邑人来此绝境。>,,,
,,19、<名>儿子或女儿,<例句：而长子迈将赴饶之德兴尉。>,,,
,,20、<名>对人的尊称,<例句：您>,,,
,,,<例句：子何恃而往？>,,,
,,21、<名>泛指人,<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>,,,
,,22、<名>特称孔子,<例句：子曰：‘岁寒，然后知松柏之后凋也。’>,,,
,,23、<名>地支的第一位,<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>,,,
,,24、通“仔”,<例句：仔细>,,,
,,,<例句：详缓看字，子细分明读之。>,,,
莫见乎隐，莫显乎微，故君子【慎】其独也,慎,1、<形>谨慎；慎重,<例句：忧懈怠则思慎始而敬终。>,1 0,,
,,2、<副>表示告诫，用在否定句，意思是“千万”、“一定”,<例句：多谢后世人，戒之慎勿忘。>,,,
莫见乎隐，莫显乎微，故君子慎【其】独也,其,2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。,<例句：秦王恐其破璧（《廉颇蔺相如列传》）"其破璧"作宾语）\n>,2,,
,,3、的"。,<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>,,,
,,,<例句：而余亦悔其随之而不得极夫游之乐也。>,,,
,,4、指示代词，表远指。作定语，可译为"那""那个""那些""那里"。,<例句：则或咎其欲出者。>,,,
,,,<例句：今操得荆州，奄有其地。>,,,
,,5、指示代词，表示"其中的"，后面多为数词。,<例句：于乱石间择其一二扣之。>,,,
,,6、指示代词，表示近指，相当于“这”，“这个”，“这些”。,<例句：有蒋氏者，专其利三世矣。>,,,
莫见乎隐，莫显乎微，故君子慎其独【也】,也,1、表示判断语气的。,<例句：死生，昼夜事也。>,2,,
,,,<例句：吾师肺肝，皆铁石所铸造也。>,,,
,,2、表示肯定语气的。,<例句：昔人云："将以有为也。">,,,
,,,<例句：吾上恐负朝廷，下恐愧吾师也。>,,,
,,3、就是有否定词的句子，仍然是一种表否定的肯定。,<例句：众曰："若所为诚快，然使君冤未白，犹无益也。">,,,
,,4、表示疑问语气的。,<例句：吾王庶几无疾病与，何以能鼓乐也？>,,,
,,,<例句：公子畏死邪？何泣也？>,,,
,,5、表示感叹语气的。,<例句：吾王之好田猎，夫何使我至于此极也！>,,,
,,,<例句：君美甚，徐公何能及君也！>,,,
,,6、用在句中，表示停顿，以舒缓语气。,<例句：当余之从师也，负箧曳屣，行深山巨谷中……>,,,
,,,<例句：师道之不传也久矣。>,,,
