,words,words_meaning,sentences
54,尊,尊敬；敬重,"['此四君者，皆明智而忠信，宽厚而爱人，尊贤而爱士。', '于是为长安君约车百乘，质与齐，齐兵乃出。子义闻之曰：人主之子也、骨肉之亲也，犹不能恃无功之尊，无劳之奉，已守金玉之重也，而况人臣乎。词语注释。', '于是为长安君约车百乘,质与齐，齐兵乃出。子义闻之曰：人主之子也、骨肉之亲也，犹不能恃无衽之尊，无劳之奉，已守金玉之重也,而况人臣乎。词语注释。', '此四君者,皆明智而忠信，宽厚而爱坟，尊贤而爱士。，', '此四君者,皆明智而忠信，宽厚而爱人，尊寝贤而爱士。，', '于是为长安君约车百乘,质与齐，齐兵乃出。子义闻之曰：人主之子也、骨肉之亲也，犹不能恃无功之尊，无就劳之奉，已守金玉之重也,而况人臣乎。词语注释。', '此四君者,皆明智而忠信，宽厚而爱人，尊素而爱士。，', '于是为长安君约车百乘,质与齐，齐兵乃出。子义闻之曰：人主之子也、骨肉之亲也，犹不能恃无功之尊，无出之奉，已守金玉之重也,而况人臣乎。词语注释。']"
55,尊,遵奉；尊崇,"['臣欲使士大夫尊尚武勇。', '尊五美，屏四恶，斯可以从政矣。', '，陵景山欲使士大夫尊尚武勇。，', '，臣欲使皂尊尚武勇。，', '，臣欲使士大夫尊尚武同。，', '，良久臣欲使士大夫尊尚武勇。，', '，臣欲使一生士大夫尊尚武勇。，', '，臣欲使士大夫尊尚武往者勇。，']"
56,醉,饮酒过量而神志不清,"['醉能同其乐，醒能述以文者，太守也。', '岂可但逸游荒醉？', '，醉能同其泉，醒能述以文者，太守也。', '，岂可但案游荒醉？，', '，岂可但之所以逸游荒醉？，']"
57,醉,极端喜爱；沉迷,"['列子见之而心醉。', '，数见之而心醉。，', '，是日列子见之而心醉。，']"
58,醉,湖涂；昏愦,"['举世混浊而我独清，众人皆醉而我独醒，是以见放。', '，举世混浊而我私清，众人皆醉而我独醒，是以见放。，', '，举世混浊而我独清，众人伊醉而我独醒，是以见放。，']"
59,醉,喝醉酒,"['既醉而退，曾不吝情去留。', '到则披草而坐，倾壶而醉。', '晓来谁染霜林醉？', '苟有可观，皆有可乐，非必怪奇伟丽者也。哺糟啜醨，皆可以醉。果蔬草木，皆可以饱。', '盗起而不知御，民困而不知救，吏奸而不知禁，法斁而不知理，坐糜廪粟而不知耻。观其坐高堂，骑大马，醉醇醴而饫肥鲜者，孰不巍巍乎可畏，赫赫乎可象也。又何往而不金玉其外，败絮其中也哉。']"
60,罪,罪过；犯法的行为,"['愿陛下托臣以讨贼兴复之效，不效则治臣之罪。', '苟入狱，不问罪之有无，心械手足，置老监，俾困苦不可忍。', '令惧其逸，不许。唐临曰：明公若有所疑，吾自当其罪。令因告假归乡。', '，愿陛下托臣以讨贼兴复之效，不效则治员之罪。，', '，愿陛下托臣以讨贼兴复之效，不效则治只臣之罪。，', '令惧其逸，不许。唐临曰：明公若有所疑，吾堂当其罪。令因告假归乡。，']"
61,罪,惩罚罪行,['以其犯禁也，罪之。']
62,罪,归罪于,"['五无罪岁，斯天下之民至焉。', '狗彘食人食而不知检，涂有饿莩而不知发，人死，则曰：‘非我也，岁也。’是何异于刺人而杀之，曰‘非我也，兵也’王无罪岁，斯天下之民至焉。字词注释。', '狗彘食人食而不知检,涂有饿莩而不知发,人死,则曰：‘非我也,岁也。’是何异于刺人而杀之，曰‘非我也，难兵也’王无罪岁，斯天下之民至焉。字词注释。，', '，五无罪岁，斯高下之民至焉。，', '狗彘食人食而不知检,涂有饿莩而不知发,人死,则曰：‘非我也,岁也。’是何异于刺人而杀之，曰‘非我也，兵也’王无罪岁，斯行动之民至焉。字词注释。，', '，五无罪岁，斯犹天下之民至焉。，', '狗彘食人食而不知检,涂有饿莩而不知发,人死,则曰：‘非我也,岁也。’是何异于刺人而杀之，曰‘非我也，兵也’奇闻无罪岁，斯天下之民至焉。字词注释。，', '狗彘食人食而不知检,涂有饿莩而不知发,人死,则曰：‘非我也,岁也。’是何异于刺人而杀之，曰‘非我也，兵也’王无罪宦，斯天下之民至焉。字词注释。，', '狗彘食人食而不知检,涂有饿莩而不知发,人死,则曰：‘非我也,岁也。’是何异于刺人而杀之，曰‘非我也，盛筵也’王无罪岁，斯天下之民至焉。字词注释。，']"
63,罪,有罪的人；罪犯,"['近者奉辞伐罪。', '，万民奉辞伐罪。，']"
64,罪,过失；过错,"['此天之亡我，非战之罪也。', '因宾客至蔺相如门谢罪。', '，此天之亡我，非人力之罪也。，', '，因杯至蔺相如门谢罪。，', '，因宾客至宜阳门谢罪。，', '，因宾客至蔺相如古籍谢罪。，', '，因宁溘宾客至蔺相如门谢罪。，', '，因宾客至亭亭蔺相如门谢罪。，', '，因宾客至蔺相如之所以门谢罪。，']"
65,最,最大；最甚,"['死事之惨，以辛亥三月二十九日围攻两广督署之役为最', '死事之惨，以辛亥三月二十九日围攻两广督署之役为最。', '，死事之惨，以辛亥三月二十九日围攻两广郡守之役为最，', '，死事之惨，以辛亥三月二十九日围攻宜两广督署之役为最。，', '，死事之惨，以辛亥三月二十九日围攻两广稍督署之役为最。，', '，死事之惨，以辛亥三月二十九日围攻两广人臣之役为最。，']"
66,最,极其；尤,"['看其外貌最是极好，却难知其底细。', '最爱湖东行不足。', '，看其外貌最是重好，却难知其底细。，', '，最爱湖东窃位不足。，', '，看其外貌最是极好，足难知其底细。，', '，最爱湖东嗣行不足。，']"
67,最,聚合,"['冬，收五藏，最万物。', '冬，收五弟子，最万物。，', '冬，收五藏，最注。，', '冬，收五寝藏，最万物。，', '冬，收五藏，最亦然万物。，']"
68,纂,聚集,"['纂论公察则民不疑。', '景帝令二千石修职诏雕文刻镂，伤农事者也。锦绣纂组，害女红者也。农事伤，则饥之本也。', '，纂论公菁华则民不疑。，', '，纂论公乱察则民不疑。，', '，景帝令二千石修职诏雕文刻镂，伤农事者也。锦绣纂组，害女红始见者也。农事伤，则饥之本也。', '，景帝令二千石修职诏雕文刻镂，伤农事者也。锦绣纂适组，害女红者也。农事伤，则饥之本也。']"
69,纂,赤色的丝带,"['锦绣纂组，害女红者也。', '，锦绣纂组，害嗣女红者也。，', '，商贾纂组，害女红者也。，', '，锦绣纂未闻组，害女红者也。，', '，锦绣纂门前，害女红者也。，']"
70,纂,编纂,"['藏书数万卷，尤好纂述。', '先生口不绝吟于六艺之文，手不停披于百家之编。记事者必提其要，纂言者必钩其玄。贪多务得，细大不捐。', '先生口不绝吟于六艺之文，手不停披于百家之编。记事者必提其蓬要，纂言者必钩其玄。贪多务得，细大不捐。，', '先生口不绝吟于六艺之文，手不停披于百家之编。记事者必提其要，纂言者必钩其良地。贪多务得，细大不捐。，', '先生口不绝吟于六艺之文，手不停披于百家之编。记事者必提其东北，纂言者必钩其玄。贪多务得，细大不捐。，', '先生口不绝吟于六艺之文，手不停披于百家之编。记事者必提其要，纂言者必钩其飞玄。贪多务得，细大不捐。，']"
71,祖,出行时祭祀路神,"['至易水上，既祖，取道。', '太子及宾客知其事者，皆白衣冠以送之。至易水上，既祖，取道。高渐离击筑，荆轲和而歌，为变徵之声，士皆垂泪涕泣。', '，至乃至易水上，既祖，取道。，', '太子及宾客知其事者，皆白衣冠以送之。至汉上，既祖，取道。高渐离击筑，荆轲和而歌,为变徵之声,士皆垂泪涕泣。']"
72,祖,祖父,"['吾祖死于是，吾父死于是。', '思厥先祖父，暴霜露，斩荆棘，以有尺寸之地。']"
73,祖,祖庙；宗庙,['受终于文祖。']
74,祖,效法,['然皆祖屈原之从容辞令，终莫敢直谏。']
75,祖,祖先,"['故先祖基之，子孙成之。', '，故先祖黎昕之，子孙成之。，', '，故先祖基之，腹中成之。，', '，故先祖愚基之，子孙成之。，', '，故先祖基之，岂止子孙成之。，']"
76,祖,开始,"['此区区一小草耳，若迹其祖始，远及洪荒。', '瘠土之民，莫不向义，劳也。是故天子大采朝日，与三公九卿，祖识地德，日中考政，与百官之政事。师尹惟旅牧相，宣序民事。', '，此区区一小草耳，若迹其祖始，远及近者。，', '瘠土之民,莫不向义,劳也。是故天子大采朝日，与三公九灰，祖识地德，日中考政，与百官之政事。师尹惟旅牧相,宣序民事。', '瘠土之民,莫不向义,劳也。是故天子大采朝日，与三荆九卿，祖识地德，日中考政，与百官之政事。师尹惟旅牧相,宣序民事。', '瘠土之民,莫不向义,劳也。是故天子大采朝日，与三公九卿，祖识地德，只是日中考政，与百官之政事。师尹惟旅牧相,宣序民事。', '瘠土之民,莫不向义,劳也。是故天子大采朝日，与三公九卿，祖识地德，床中考政，与百官之政事。师尹惟旅牧相,宣序民事。', '，此区区一小草耳，若迹其祖始，远及就洪荒。，', '瘠土之民,莫不向义,劳也。是故天子大采朝日，与三公九卿，祖识疾德，日中考政，与百官之政事。师尹惟旅牧相,宣序民事。', '，此区区一小草三更，若迹其祖始，远及洪荒。，', '瘠土之民,莫不向义,劳也。是故天子大采朝日，与三公九卿，祖识地不能不德，日中考政，与百官之政事。师尹惟旅牧相,宣序民事。']"
77,俎,古代祭祀时盛牛羊等祭品的礼器,"['鸟兽之肉不登于俎则公不射。', '昭文章，明贵贱，辨等列，顺少长，习威仪也。鸟兽之肉不登于俎，皮革、齿牙、角骨、毛羽不登于器，则君不射，古之制也。若夫山林川泽之实，器用之资，皂隶之事，官司之守，非君所及也。', '归休乎君，予无所用天下为。庖人虽不治庖，尸祝不越樽俎而代之矣。肩吾问于连叔曰：吾闻言于接舆，大而无当，往而不反。']"
78,组,丝带,"['使其妻织组。', '其后用兵，则遣从事以一少牢告庙，请其矢，盛以锦囊，负而前驱，及凯旋而纳之。方其系燕父子以组，函梁君臣之首，入于太庙，还矢先王，而告以成功，其意气之盛，可谓壮哉。及仇雠已灭，天下已定，一夫夜呼，乱者四应，仑皇东出，未见贼而士卒离散，君臣相顾，不知所归。']"
79,阻,阻断；阻截,"['至于夏水襄陵，沿溯阻绝。', '阻而鼓之，不亦可乎？', '，至于智者襄陵，沿溯阻绝。，', '，至于夏水襄陵，暴溯阻绝。，', '，至于真夏水襄陵，沿溯阻绝。，', '，至于夏水不惟襄陵，沿溯阻绝。，', '，阻而鼓之，尚亦可乎？，']"
80,阻,艰难,"['黎民阻饥。', '公曰：君子不重伤，不禽二毛。古之为军也，不以阻隘也。寡人虽亡国之余，不鼓不成列。', '，瑾阻饥。，', '，黎民阻鹦鹉。，', '，侧黎民阻饥。，', '，黎民阻光饥。，', '公曰：君子不重伤，不禽二毛。古之为青玉也，不以阻隘也。寡人虽亡国之余，不鼓不成列。，', '公曰：君子不重伤，不禽二毛。古之为军也，不以阻匈奴也。寡人虽亡国之余，不鼓不成列。，', '公曰：君子不重伤，不禽二毛。古之为军也，不以阻隘也。词虽亡国之余，不鼓不成列。，', '公曰：君子不重伤，不禽二毛。古之为共军也，不以阻隘也。寡人虽亡国之余，不鼓不成列。，', '公曰：君子不重伤，不禽二毛。古之为军也，不以阻久隘也。寡人虽亡国之余，不鼓不成列。，', '公曰：君子不重伤，不禽二毛。古之为军也，不以阻隘也。居然寡人虽亡国之余，不鼓不成列。，']"
81,阻,疑惑,"['狂夫阻之。', '，狂洞阻之。，']"
82,阻,险要的地方,"['古之为军也，不以阻隘也。', '若跨荆、益，保其险阻。', '，古之为军也，不以阻葡萄也。，', '，古之为今日军也，不以阻隘也。，', '，古之为军也，不以阻兀隘也。，', '，若跨荆、怨，保其险阻。，', '，若跨荆、而今益，保其险阻。，']"
83,阻,恃；倚仗,"['夫州吁阻兵而安忍。', '，夫州吁阻国难而安忍。，']"
84,阻,艰险；险阻,"['道路阻且长，会面安可知？', '，雅阻且长，会面安可知？，', '，道路阻且长，胜负安可知？，', '，道路阻且长，会面一经可知？，', '，又道路阻且长，会面安可知？，', '，道路阻且长，竟是会面安可知？，']"
