,word,w_meaning_index,a,b
143,卒,92,葬虚丘。事我而不卒，命也夫。婢初媵时，年十岁，垂双鬟，曳深绿布裳。,吾又不知何日死，可以见汝。而死后之有知无知，与得见不得见，又卒难明也。然则抱此无涯之憾，天乎人乎。
144,卒,92,葬虚丘。事我而不卒，命也夫。婢初媵时，年十岁，垂双鬟，曳深绿布裳。,多获生口。超既破番辰，欲进攻龟兹，以乌孙兵强，宜因其力，乃上言：乌孙大国，控弦十万，故武帝妻以公主，至孝宣皇帝卒得其用。今可遣使招慰，与共合力。
145,卒,92,葬虚丘。事我而不卒，命也夫。婢初媵时，年十岁，垂双鬟，曳深绿布裳。,读《孟尝君传》世皆称孟尝君能得士，士以故归之，而卒赖其力，以脱于虎豹之秦。嗟乎。
146,卒,92,故世之言道者，或即其所见而名之，或莫之见意之，皆求道之过也。然则道卒不可求欤。苏子曰：道可致而不可求。,其受之天也，贤于材人远矣。卒之为众人，则其受于人者不至也。彼其受之天也，如此其贤也，不受之人，且为众人。
147,卒,92,故世之言道者，或即其所见而名之，或莫之见意之，皆求道之过也。然则道卒不可求欤。苏子曰：道可致而不可求。,今世之士，不务行曾参、周公、孔子之行，而讳亲之名，则务胜于曾参、周公、孔子，亦见其惑也。夫周公、孔子、曾参，卒不可胜。胜周公、孔子、曾参，乃比于宦者、宫妾，则是宦者、宫妾之孝于其亲，贤于周公、孔子、曾参者邪。
148,卒,92,故世之言道者，或即其所见而名之，或莫之见意之，皆求道之过也。然则道卒不可求欤。苏子曰：道可致而不可求。,卒相与欢，为刎颈之交。
149,卒,92,君本以文章入翰林有声，而忽摈外。及为知县，著才矣，而仕卒不进。自陕归，年甫四十，遂绝意仕宦，尽其才以为文辞歌诗。,遭遇时变，以获爵位。终非其任，卒与祸会。足下哀其愚，蒙赐书教督以所不及，殷勤甚厚。
150,卒,92,君本以文章入翰林有声，而忽摈外。及为知县，著才矣，而仕卒不进。自陕归，年甫四十，遂绝意仕宦，尽其才以为文辞歌诗。,蚤起，施从良人之所之，遍国中无与立谈者。卒之东郭墦间，之祭者乞其余。不足，又顾而之他。
151,卒,92,君本以文章入翰林有声，而忽摈外。及为知县，著才矣，而仕卒不进。自陕归，年甫四十，遂绝意仕宦，尽其才以为文辞歌诗。,卒相与欢，为刎颈之交。
152,卒,92,吾又不知何日死，可以见汝。而死后之有知无知，与得见不得见，又卒难明也。然则抱此无涯之憾，天乎人乎。,君本以文章入翰林有声，而忽摈外。及为知县，著才矣，而仕卒不进。自陕归，年甫四十，遂绝意仕宦，尽其才以为文辞歌诗。
153,卒,92,吾又不知何日死，可以见汝。而死后之有知无知，与得见不得见，又卒难明也。然则抱此无涯之憾，天乎人乎。,读《孟尝君传》世皆称孟尝君能得士，士以故归之，而卒赖其力，以脱于虎豹之秦。嗟乎。
154,卒,92,蚤起，施从良人之所之，遍国中无与立谈者。卒之东郭墦间，之祭者乞其余。不足，又顾而之他。,故世之言道者，或即其所见而名之，或莫之见意之，皆求道之过也。然则道卒不可求欤。苏子曰：道可致而不可求。
155,卒,92,蚤起，施从良人之所之，遍国中无与立谈者。卒之东郭墦间，之祭者乞其余。不足，又顾而之他。,屏弃而不用，其与昏与庸无以异也。圣人之道，卒于鲁也传之。然则昏庸聪敏之用，岂有常哉。
156,卒,92,屏弃而不用，其与昏与庸无以异也。圣人之道，卒于鲁也传之。然则昏庸聪敏之用，岂有常哉。,读《孟尝君传》世皆称孟尝君能得士，士以故归之，而卒赖其力，以脱于虎豹之秦。嗟乎。
157,卒,92,屏弃而不用，其与昏与庸无以异也。圣人之道，卒于鲁也传之。然则昏庸聪敏之用，岂有常哉。,求之吾心之诚伪邪正而时辨焉，所以尊《春秋》也。盖昔者圣人之扶人极，忧后世，而述六经也，由之富家者支父祖，虑其产业库藏之积，其子孙者，或至于遗忘散失，卒困穷而无以自全也，而记籍其家之所有以贻之，使之世守其产业库藏之积而享用焉，以免于困穷之患。故六经者，吾心之记籍也，而六经之实，则具于吾心。
158,卒,92,遭遇时变，以获爵位。终非其任，卒与祸会。足下哀其愚，蒙赐书教督以所不及，殷勤甚厚。,卒相与欢，为刎颈之交。
159,卒,92,遭遇时变，以获爵位。终非其任，卒与祸会。足下哀其愚，蒙赐书教督以所不及，殷勤甚厚。,而母婢也。’卒为天下笑。故生则朝周，死则叱之，诚不忍其求也。
160,卒,92,遭遇时变，以获爵位。终非其任，卒与祸会。足下哀其愚，蒙赐书教督以所不及，殷勤甚厚。,伯牙所念，钟子期必得之。伯牙游于泰山之阴，卒逢暴雨，止于岩下。心悲，乃援琴而鼓之。
161,卒,92,求之吾心之诚伪邪正而时辨焉，所以尊《春秋》也。盖昔者圣人之扶人极，忧后世，而述六经也，由之富家者支父祖，虑其产业库藏之积，其子孙者，或至于遗忘散失，卒困穷而无以自全也，而记籍其家之所有以贻之，使之世守其产业库藏之积而享用焉，以免于困穷之患。故六经者，吾心之记籍也，而六经之实，则具于吾心。,然今卒困于此，此天之亡我，非战之罪也。
162,卒,92,求之吾心之诚伪邪正而时辨焉，所以尊《春秋》也。盖昔者圣人之扶人极，忧后世，而述六经也，由之富家者支父祖，虑其产业库藏之积，其子孙者，或至于遗忘散失，卒困穷而无以自全也，而记籍其家之所有以贻之，使之世守其产业库藏之积而享用焉，以免于困穷之患。故六经者，吾心之记籍也，而六经之实，则具于吾心。,故世之言道者，或即其所见而名之，或莫之见意之，皆求道之过也。然则道卒不可求欤。苏子曰：道可致而不可求。
163,卒,92,而母婢也。’卒为天下笑。故生则朝周，死则叱之，诚不忍其求也。,蚤起，施从良人之所之，遍国中无与立谈者。卒之东郭墦间，之祭者乞其余。不足，又顾而之他。
164,卒,92,而母婢也。’卒为天下笑。故生则朝周，死则叱之，诚不忍其求也。,今世之士，不务行曾参、周公、孔子之行，而讳亲之名，则务胜于曾参、周公、孔子，亦见其惑也。夫周公、孔子、曾参，卒不可胜。胜周公、孔子、曾参，乃比于宦者、宫妾，则是宦者、宫妾之孝于其亲，贤于周公、孔子、曾参者邪。
165,卒,92,而母婢也。’卒为天下笑。故生则朝周，死则叱之，诚不忍其求也。,伯牙所念，钟子期必得之。伯牙游于泰山之阴，卒逢暴雨，止于岩下。心悲，乃援琴而鼓之。
166,卒,92,而其心以为周之亡在乎诸侯之强耳，变封建而为郡县。方以为兵革不可复用，天子之位可以世守，而不知汉帝起陇亩之中，而卒亡秦之社稷。汉惩秦之孤立，于是大建庶孽而为诸侯，以为同姓之亲，可以相继而无变，而七国萌篡弑之谋。,读《孟尝君传》世皆称孟尝君能得士，士以故归之，而卒赖其力，以脱于虎豹之秦。嗟乎。
167,卒,92,而其心以为周之亡在乎诸侯之强耳，变封建而为郡县。方以为兵革不可复用，天子之位可以世守，而不知汉帝起陇亩之中，而卒亡秦之社稷。汉惩秦之孤立，于是大建庶孽而为诸侯，以为同姓之亲，可以相继而无变，而七国萌篡弑之谋。,遭遇时变，以获爵位。终非其任，卒与祸会。足下哀其愚，蒙赐书教督以所不及，殷勤甚厚。
168,卒,92,今世之士，不务行曾参、周公、孔子之行，而讳亲之名，则务胜于曾参、周公、孔子，亦见其惑也。夫周公、孔子、曾参，卒不可胜。胜周公、孔子、曾参，乃比于宦者、宫妾，则是宦者、宫妾之孝于其亲，贤于周公、孔子、曾参者邪。,逝者如斯，而未尝往也。盈虚者如彼，而卒莫消长也。盖将自其变者而观之，则天地曾不能以一瞬。
169,卒,92,今世之士，不务行曾参、周公、孔子之行，而讳亲之名，则务胜于曾参、周公、孔子，亦见其惑也。夫周公、孔子、曾参，卒不可胜。胜周公、孔子、曾参，乃比于宦者、宫妾，则是宦者、宫妾之孝于其亲，贤于周公、孔子、曾参者邪。,故世之言道者，或即其所见而名之，或莫之见意之，皆求道之过也。然则道卒不可求欤。苏子曰：道可致而不可求。
170,卒,92,读《孟尝君传》世皆称孟尝君能得士，士以故归之，而卒赖其力，以脱于虎豹之秦。嗟乎。,求之吾心之诚伪邪正而时辨焉，所以尊《春秋》也。盖昔者圣人之扶人极，忧后世，而述六经也，由之富家者支父祖，虑其产业库藏之积，其子孙者，或至于遗忘散失，卒困穷而无以自全也，而记籍其家之所有以贻之，使之世守其产业库藏之积而享用焉，以免于困穷之患。故六经者，吾心之记籍也，而六经之实，则具于吾心。
171,卒,92,读《孟尝君传》世皆称孟尝君能得士，士以故归之，而卒赖其力，以脱于虎豹之秦。嗟乎。,而母婢也。’卒为天下笑。故生则朝周，死则叱之，诚不忍其求也。
172,卒,92,读《孟尝君传》世皆称孟尝君能得士，士以故归之，而卒赖其力，以脱于虎豹之秦。嗟乎。,吾又不知何日死，可以见汝。而死后之有知无知，与得见不得见，又卒难明也。然则抱此无涯之憾，天乎人乎。
173,卒,92,荆轲逐秦王，秦王还柱而走。群臣惊愕，卒起不意，尽失其度。而秦法，群臣侍殿上者，不得持尺兵。,葬虚丘。事我而不卒，命也夫。婢初媵时，年十岁，垂双鬟，曳深绿布裳。
174,卒,92,荆轲逐秦王，秦王还柱而走。群臣惊愕，卒起不意，尽失其度。而秦法，群臣侍殿上者，不得持尺兵。,而其心以为周之亡在乎诸侯之强耳，变封建而为郡县。方以为兵革不可复用，天子之位可以世守，而不知汉帝起陇亩之中，而卒亡秦之社稷。汉惩秦之孤立，于是大建庶孽而为诸侯，以为同姓之亲，可以相继而无变，而七国萌篡弑之谋。
175,卒,92,荆轲逐秦王，秦王还柱而走。群臣惊愕，卒起不意，尽失其度。而秦法，群臣侍殿上者，不得持尺兵。,读《孟尝君传》世皆称孟尝君能得士，士以故归之，而卒赖其力，以脱于虎豹之秦。嗟乎。
176,卒,92,逝者如斯，而未尝往也。盈虚者如彼，而卒莫消长也。盖将自其变者而观之，则天地曾不能以一瞬。,而母婢也。’卒为天下笑。故生则朝周，死则叱之，诚不忍其求也。
177,卒,92,逝者如斯，而未尝往也。盈虚者如彼，而卒莫消长也。盖将自其变者而观之，则天地曾不能以一瞬。,屏弃而不用，其与昏与庸无以异也。圣人之道，卒于鲁也传之。然则昏庸聪敏之用，岂有常哉。
178,卒,92,逝者如斯，而未尝往也。盈虚者如彼，而卒莫消长也。盖将自其变者而观之，则天地曾不能以一瞬。,荆轲逐秦王，秦王还柱而走。群臣惊愕，卒起不意，尽失其度。而秦法，群臣侍殿上者，不得持尺兵。
179,卒,92,其受之天也，贤于材人远矣。卒之为众人，则其受于人者不至也。彼其受之天也，如此其贤也，不受之人，且为众人。,逝者如斯，而未尝往也。盈虚者如彼，而卒莫消长也。盖将自其变者而观之，则天地曾不能以一瞬。
180,卒,92,其受之天也，贤于材人远矣。卒之为众人，则其受于人者不至也。彼其受之天也，如此其贤也，不受之人，且为众人。,然今卒困于此，此天之亡我，非战之罪也。
181,卒,93,全卒为上，破卒次之。,昔栾武子无一卒之田。
182,卒,94,谓言无罪过，供养卒大恩。,若石率家人昼夜警：日出而殷钲，日入而举辉，筑墙掘坎以。卒岁虎不能有获。一日，虎死，若石大喜，自以为虎死无毒己者矣。
183,卒,94,庶刘侥幸保卒余年。,谓言无罪过，供养卒大恩。
184,卒,94,庶刘侥幸保卒余年。,若石率家人昼夜警：日出而殷钲，日入而举辉，筑墙掘坎以。卒岁虎不能有获。一日，虎死，若石大喜，自以为虎死无毒己者矣。
185,卒,94,若石率家人昼夜警：日出而殷钲，日入而举辉，筑墙掘坎以。卒岁虎不能有获。一日，虎死，若石大喜，自以为虎死无毒己者矣。,庶刘侥幸保卒余年。
186,卒,94,若石率家人昼夜警：日出而殷钲，日入而举辉，筑墙掘坎以。卒岁虎不能有获。一日，虎死，若石大喜，自以为虎死无毒己者矣。,谓言无罪过，供养卒大恩。
187,卒,95,年七十四，卒于官。,初，鲁肃闻刘表卒。
188,卒,95,初，鲁肃闻刘表卒。,出，语人曰：望之不似人君，就之而不见所畏焉。卒然问曰：‘天下恶乎定。’吾对曰：‘定于一。
